agent_name,agent_id,agency_name,agency_id,commission_period,commission_amount,plan_name,is_adjusted,effective_date,term_date,carrier_name,description
Delta Care Corporation,,Delta Care Corporation,,2024-05,-160.42,Healthfirst Life Improvement Plan (HMO SNP),True,,2024-05-31,Healthfirst,
Jonathan Hartman,,Unknown-Name,,2024-05,-560.08,Healthfirst Life Improvement Plan (HMO SNP),True,,2024-05-31,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst CompleteCare (HMO SNP),True,,,Healthfirst,
Sonya B Nicole,,Unknown-Name,,2024-06,25.5,Healthfirst CompleteCare (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Elizabeth Roth,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Signature (HMO),True,,,Healthfirst,
Campbell H Washington,,Unknown-Name,,2024-06,25.5,Healthfirst Signature (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Dillon Reese Parker,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Joseph M Moore,,Unknown-Name,,2024-02,175.0,,True,,,Healthfirst,
Joseph M Moore,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Daniel Holland Parks,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
"James Snow Dba Morales, Frazier And Nicholson",,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Hunter Mora Dba Burns Llc,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Diana Foster,,Unknown-Name,,2024-06,25.5,Healthfirst Signature (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Signature (HMO),True,,,Healthfirst,
Jeffrey Anderson,,Unknown-Name,,2024-06,21.25,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Diana Foster,,Unknown-Name,,2024-06,21.25,Healthfirst Increased Benefits Plan (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Increased Benefits Plan (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Signature (HMO),True,,,Healthfirst,
Jennifer Jackson,,Unknown-Name,,2024-06,25.5,Healthfirst Signature (HMO),True,,,Healthfirst,
Eric Wilson,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Eric Wilson,,Unknown-Name,,2024-06,25.5,Healthfirst Signature (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Signature (HMO),True,,,Healthfirst,
Sherry K Page Dba Bruce-clark,,Unknown-Name,,2024-06,25.5,Healthfirst Signature (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Signature (HMO),True,,,Healthfirst,
Patty Jackson,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
James Gregory Martinez,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
"Alexis Freeman Anderson Dba Nguyen, Shelton And Odonnell",,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Courtney Rivera,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
"Alexis Freeman Anderson Dba Nguyen, Shelton And Odonnell",,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Monica M Page Gilbert Ramirez May Llc,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst CompleteCare (HMO SNP),True,,,Healthfirst,
Chelsea Butler Good Leach Senior Services Corp,,Unknown-Name,,2024-06,25.5,Healthfirst CompleteCare (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Brittany Smith,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Increased Benefits Plan (HMO),True,,,Healthfirst,
Laurie Lee,,Unknown-Name,,2024-06,25.5,Healthfirst Increased Benefits Plan (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Diana Hayes Wilson Consulting Cherry Flowers Inc,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Signature (HMO),True,,,Healthfirst,
Chelsea Butler Good Leach Senior Services Corp,,Unknown-Name,,2024-06,25.5,Healthfirst Signature (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Chelsea Butler Good Leach Senior Services Corp,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,2024-06-30,Healthfirst,
Todd Martinez,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,2024-06-30,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Chelsea Butler Good Leach Senior Services Corp,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Thomas Smith,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Kevin Parks,,Unknown-Name,,2024-01,175.0,,True,,,Healthfirst,
Benjamin Hensley,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
James Scott,,Unknown-Name,,2024-06,21.25,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Chelsea Butler Good Leach Senior Services Corp,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
James Scott,,Unknown-Name,,2024-06,25.5,Healthfirst CompleteCare (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst CompleteCare (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Diana Hayes Wilson Consulting Cherry Flowers Inc,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Javier Meyers,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Stephanie Wright,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Patrick De La Evans,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Chelsea Butler Good Leach Senior Services Corp,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Stephanie Wright,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
"Alexis Freeman Anderson Dba Nguyen, Shelton And Odonnell",,Unknown-Name,,2024-06,25.5,Healthfirst Increased Benefits Plan (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Increased Benefits Plan (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Patrick De La Evans,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Tammy C Anderson,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Jacqueline Margaret Flores,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Todd Scott,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst CompleteCare (HMO SNP),True,,,Healthfirst,
Chelsea Butler Good Leach Senior Services Corp,,Unknown-Name,,2024-06,25.5,Healthfirst CompleteCare (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Chelsea Butler Good Leach Senior Services Corp,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,2024-06-30,Healthfirst,
Chelsea Butler Good Leach Senior Services Corp,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,2024-06-30,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Laurie Lee,,Unknown-Name,,2024-06,21.25,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Kathy Jones,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Jeffrey Long,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Increased Benefits Plan (HMO),True,,,Healthfirst,
Brittany Smith,,Unknown-Name,,2024-06,25.5,Healthfirst Increased Benefits Plan (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Signature (HMO),True,,,Healthfirst,
Ronald Roberts,,Unknown-Name,,2024-06,25.5,Healthfirst Signature (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,102.08,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Marvin Carpenter,,Unknown-Name,,2024-06,178.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
James Gregory Martinez,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Austin Davis,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Brittany Smith,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Kevin Parks,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Jacqueline Margaret Flores,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Chelsea Butler Good Leach Senior Services Corp,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,,True,,,Healthfirst,
Patrick De La Evans,,Unknown-Name,,2024-06,25.5,,True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Signature (HMO),True,,,Healthfirst,
Pamela Friedman,,Unknown-Name,,2024-06,25.5,Healthfirst Signature (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Nicole Jonathan Mcclure Dba Ruiz-huff,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Joseph Fisher,,Unknown-Name,,2024-01,175.0,,True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Brittany Smith,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Increased Benefits Plan (HMO),True,,,Healthfirst,
Chelsea Butler Good Leach Senior Services Corp,,Unknown-Name,,2024-06,25.5,Healthfirst Increased Benefits Plan (HMO),True,,,Healthfirst,
Jeffrey Anderson,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Chelsea Butler Good Leach Senior Services Corp,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Kevin Parks,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Brittany Smith,,Unknown-Name,,2024-01,175.0,,True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Nicholas Hooper,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Joseph Fisher,,Unknown-Name,,2024-02,175.0,,True,,,Healthfirst,
Cynthia Smith Contreras Patel,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Tracy G Perez Dba Miller Plc,,Unknown-Name,,2024-06,25.5,Healthfirst Signature (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Signature (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Stephanie Wright,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Kevin Parks,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Holly William Sims,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Increased Benefits Plan (HMO),True,,,Healthfirst,
Marvin Carpenter,,Unknown-Name,,2024-06,25.5,Healthfirst Increased Benefits Plan (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Stephanie Wright,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst CompleteCare (HMO SNP),True,,,Healthfirst,
Diana Hayes Wilson Consulting Cherry Flowers Inc,,Unknown-Name,,2024-06,21.25,Healthfirst CompleteCare (HMO SNP),True,,,Healthfirst,
Jeffrey Long,,Unknown-Name,,2024-01,175.0,,True,,,Healthfirst,
Austin Santos,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Victoria M Martinez,,Unknown-Name,,2024-01,175.0,,True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Anna Evans,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
"Alexis Freeman Anderson Dba Nguyen, Shelton And Odonnell",,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,175.0,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
